,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
586,876,85000,20,RL,64.0,6410,Pave,None,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,876.0,Rec,876.0,301.0,876.0,GasA,TA,Y,FuseA,876,0,0,0,0,1,0,3,1,TA,5,Typ,0,0,Detchd,1959,Unf,1,320.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,3,2009,WD ,Normal
587,1786,300000,20,RL,,14860,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1778.0,Unf,1778.0,240.0,1778.0,GasA,Ex,Y,SBrkr,1786,0,0,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002,RFn,3,715.0,TA,TA,Y,182,35,0,0,0,0,No,No,No,0,6,2008,WD ,Normal
588,2799,315000,60,RL,,12585,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,1286.0,GLQ,1286.0,0.0,1286.0,GasA,Ex,Y,SBrkr,1565,1234,0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,Fin,3,704.0,TA,TA,Y,432,136,0,0,0,0,No,No,No,0,10,2006,WD ,Normal
589,2411,240050,60,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,TA,TA,CBlock,TA,TA,No,Rec,1008.0,Unf,1008.0,93.0,1008.0,GasA,TA,Y,SBrkr,1403,1008,0,1,0,2,1,4,1,TA,8,Typ,1,Po,Attchd,1970,RFn,2,570.0,TA,TA,Y,0,192,0,0,0,0,No,No,No,0,6,2007,WD ,Normal
590,1220,180000,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1220.0,Unf,1220.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005,Fin,2,397.0,TA,TA,Y,100,16,0,0,0,0,No,No,No,0,8,2009,WD ,Normal
591,1436,139000,50,RL,60.0,10836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,892.0,Unf,892.0,892.0,892.0,GasA,Ex,Y,SBrkr,1254,182,0,0,1,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1968,Unf,4,1488.0,Fa,TA,N,0,0,100,0,0,0,No,GdWo,No,0,6,2008,WD ,Normal
592,1470,185000,60,RL,,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,680.0,Unf,680.0,370.0,680.0,GasA,Gd,Y,SBrkr,680,790,0,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993,Fin,2,420.0,TA,TA,Y,232,63,0,0,0,0,No,No,Shed,480,4,2009,WD ,Normal
593,1499,187000,60,RL,65.0,12438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,781.0,Unf,781.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,0,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1995,RFn,2,473.0,TA,TA,Y,413,91,0,0,0,0,No,No,No,0,8,2006,WD ,Normal
594,1850,326000,20,RL,98.0,16033,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1833.0,Unf,1833.0,572.0,1833.0,GasA,Ex,Y,SBrkr,1850,0,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,3,772.0,TA,TA,Y,519,112,0,0,0,0,No,No,No,0,3,2006,WD ,Normal
595,1641,178000,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,728.0,Unf,728.0,712.0,728.0,GasA,Ex,Y,SBrkr,832,809,0,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925,Unf,2,546.0,Fa,TA,Y,0,0,234,0,0,0,No,No,No,0,8,2006,WD ,Normal
596,1767,239000,160,RL,44.0,5306,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1064.0,Rec,1064.0,354.0,1064.0,GasA,Gd,Y,SBrkr,1064,703,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987,RFn,2,504.0,Gd,TA,Y,441,35,0,0,0,0,No,No,No,0,6,2006,WD ,Normal
597,1573,133000,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,884.0,Unf,884.0,884.0,884.0,GasA,Ex,Y,SBrkr,989,584,0,0,0,1,0,3,1,Gd,6,Typ,0,0,Detchd,1935,Unf,1,240.0,TA,TA,Y,0,0,54,0,120,0,No,No,No,0,7,2009,WD ,Normal
598,1136,123000,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,704.0,Unf,704.0,624.0,704.0,GasA,Ex,Y,SBrkr,624,512,0,0,1,1,0,2,1,TA,6,Typ,0,0,Detchd,1990,Unf,1,336.0,TA,TA,Y,0,365,80,0,0,0,No,No,No,0,8,2008,WD ,Normal
599,1652,139000,50,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,Unf,686.0,0.0,686.0,GasA,TA,Y,SBrkr,966,686,0,1,0,2,0,4,1,TA,7,Typ,0,0,Detchd,1961,Unf,1,416.0,TA,TA,Y,0,0,196,0,0,0,No,No,Shed,1200,6,2010,WD ,Normal
600,1375,140000,20,RL,75.0,11310,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1367.0,Unf,1367.0,1367.0,1367.0,GasA,Ex,Y,SBrkr,1375,0,0,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954,Unf,2,451.0,TA,TA,Y,0,30,0,0,0,0,No,No,No,0,6,2006,WD ,Normal
601,1608,137450,50,RL,51.0,6171,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,976.0,Unf,976.0,712.0,976.0,GasA,Ex,Y,SBrkr,1160,448,0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,216.0,Fa,TA,Y,147,16,0,0,0,0,No,MnPrv,No,0,10,2009,WD ,Normal
602,2048,170000,90,RL,,12760,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1958.0,Unf,1958.0,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,0,0,0,3,0,5,2,TA,9,Typ,0,0,2Types,1976,Unf,2,776.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,3,2010,ConLD,Normal
603,1912,163000,190,RM,60.0,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,482.0,Unf,482.0,482.0,482.0,GasA,Ex,N,SBrkr,1221,691,0,0,0,2,0,3,2,TA,7,Typ,1,TA,Detchd,2003,Unf,2,672.0,Gd,TA,Y,0,25,212,0,0,0,No,No,No,0,4,2008,WD ,Normal
604,988,105000,180,RM,21.0,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,526.0,Unf,526.0,25.0,526.0,GasA,Gd,Y,SBrkr,526,462,0,1,0,1,0,2,1,TA,5,Typ,0,0,BuiltIn,1973,RFn,1,297.0,TA,TA,Y,120,101,0,0,0,0,No,No,No,0,6,2008,WD ,Normal
605,1905,320000,20,RL,84.0,11670,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,1905.0,Unf,1905.0,1905.0,1905.0,GasA,Ex,Y,SBrkr,1905,0,0,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006,Fin,3,788.0,TA,TA,Y,0,191,0,0,0,0,No,No,No,0,3,2007,WD ,Normal
606,1935,197900,60,RL,,12384,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,793.0,Unf,793.0,793.0,793.0,GasA,TA,Y,SBrkr,1142,793,0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,550.0,TA,TA,Y,0,113,252,0,0,0,No,No,No,0,11,2007,WD ,Normal
607,1790,180000,20,RL,95.0,14250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,998.0,Unf,998.0,998.0,998.0,GasA,TA,Y,SBrkr,1790,0,0,0,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1957,Fin,2,540.0,TA,TA,Y,0,40,0,0,0,0,No,No,Shed,1500,9,2008,WD ,Normal
608,1118,171000,80,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,1096.0,Unf,1096.0,574.0,1096.0,GasA,TA,Y,SBrkr,1118,0,0,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977,Fin,1,358.0,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,No,0,7,2008,WD ,Normal
609,1092,55000,190,RM,70.0,5600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,0,0,No,0,0.0,0,0.0,0.0,0.0,GasA,Fa,N,SBrkr,372,720,0,0,0,2,0,3,2,Fa,7,Mod,0,0,No,0,0,0,0.0,0,No,N,0,0,0,0,0,0,No,No,Othr,3500,7,2010,WD ,Normal
610,1713,274900,20,RL,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1713.0,Unf,1713.0,625.0,1713.0,GasA,Ex,Y,SBrkr,1713,0,0,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004,Fin,3,856.0,TA,TA,Y,0,26,0,0,170,0,No,No,No,0,1,2009,WD ,Normal
611,816,128500,20,RL,59.0,6490,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,816.0,Unf,816.0,282.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,0,1,1,0,2,1,TA,4,Typ,0,0,Attchd,1983,Unf,1,264.0,TA,TA,Y,315,0,0,0,0,0,No,GdWo,No,0,4,2008,WD ,Normal
612,1518,260000,30,RL,85.0,19550,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,PreCast,PreCast,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1580.0,Unf,1580.0,545.0,1580.0,GasA,Ex,Y,SBrkr,1518,0,0,1,0,1,0,2,1,Fa,5,Typ,2,Gd,No,0,0,0,0.0,0,No,Y,0,39,0,0,0,0,No,No,No,0,1,2008,WD ,Normal
613,1851,187000,60,RL,80.0,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,822.0,Rec,822.0,169.0,822.0,GasA,Gd,Y,SBrkr,1020,831,0,0,0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1964,RFn,2,440.0,TA,TA,Y,239,42,0,0,0,0,No,MnWw,No,0,7,2007,WD ,Normal
614,2531,290000,60,RL,65.0,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,1318.0,ALQ,1318.0,1198.0,1318.0,GasA,Ex,Y,SBrkr,1328,1203,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752.0,TA,TA,Y,222,98,0,0,0,0,No,No,No,0,11,2007,WD ,Normal
615,909,116000,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,882.0,Rec,882.0,450.0,882.0,GasA,TA,Y,SBrkr,909,0,0,0,0,1,0,3,1,TA,5,Typ,0,0,Attchd,1968,Unf,1,294.0,TA,TA,Y,0,155,0,0,0,0,No,MnPrv,No,0,11,2006,COD,Normal
616,1795,230000,20,RL,75.0,9742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,1777.0,Unf,1777.0,1777.0,1777.0,GasA,Ex,Y,SBrkr,1795,0,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,534.0,TA,TA,Y,171,159,0,0,0,0,No,No,No,0,9,2008,WD ,Normal
617,1432,188500,60,RL,71.0,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,716.0,Unf,716.0,291.0,716.0,GasA,Ex,Y,SBrkr,716,716,0,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,432.0,TA,TA,Y,100,51,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
618,1629,284000,20,RL,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,3206.0,0,3206.0,1603.0,3206.0,GasA,Ex,Y,SBrkr,1629,0,0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003,RFn,3,880.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,10,2009,WD ,Normal
619,1148,123500,20,RL,57.0,6420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,980.0,ALQ,980.0,219.0,980.0,GasA,Fa,Y,FuseA,1148,0,0,0,1,1,0,2,1,TA,6,Typ,0,0,Detchd,1952,Unf,1,308.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,9,2006,WD ,Normal
620,2792,256000,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,1510.0,Unf,1510.0,1017.0,1510.0,GasW,Ex,Y,SBrkr,1584,1208,0,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920,Unf,2,520.0,Fa,TA,Y,0,547,0,0,480,0,No,MnPrv,Shed,1150,6,2008,WD ,Normal
621,1167,173000,20,RL,,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,1158.0,598.0,1158.0,GasA,Gd,Y,SBrkr,1167,0,0,1,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,1992,RFn,2,400.0,TA,TA,Y,120,26,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
622,1387,93000,190,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,811.0,Unf,811.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,0,0,2,0,3,2,Gd,7,Typ,0,0,BuiltIn,1954,Unf,1,256.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,11,2009,WD ,Normal
623,1604,195500,60,RL,78.0,9978,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,20.0,TA,TA,PConc,TA,TA,No,GLQ,926.0,Unf,926.0,324.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1998,Fin,2,470.0,TA,TA,Y,360,36,0,0,0,0,No,No,No,0,6,2010,WD ,Normal
624,1176,136500,20,RL,74.0,8856,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,1176.0,LwQ,1176.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,1,292.0,TA,TA,Y,0,88,0,0,95,0,No,No,No,0,5,2008,WD ,Normal
625,1484,213000,20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1473.0,Unf,1473.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484,0,0,1,0,2,0,3,1,Gd,7,Typ,0,0,Attchd,2004,RFn,2,606.0,TA,TA,Y,0,35,0,144,0,0,No,No,No,0,5,2010,WD ,Normal
626,1394,167500,80,RL,73.0,9735,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,384.0,Unf,384.0,384.0,384.0,GasA,Gd,Y,SBrkr,754,640,0,0,0,2,1,3,1,Gd,7,Typ,0,0,BuiltIn,2007,Fin,2,400.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,5,2008,WD ,Normal
627,1728,137000,60,RL,79.0,9462,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,704.0,Unf,704.0,704.0,704.0,GasA,Gd,Y,FuseA,1024,704,0,0,0,1,1,3,1,TA,7,Min1,1,Gd,Attchd,1949,Unf,1,234.0,TA,TA,Y,245,60,0,0,0,0,No,MnPrv,No,0,7,2006,WD ,Normal
628,1442,172500,80,RL,73.0,9802,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,352.0,Unf,352.0,352.0,352.0,GasA,Gd,Y,SBrkr,712,730,0,0,0,2,1,3,1,TA,6,Typ,0,0,BuiltIn,2007,Fin,2,400.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,4,2008,WD ,Normal
629,1382,177500,80,RL,57.0,8923,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,384.0,Unf,384.0,195.0,384.0,GasA,Gd,Y,SBrkr,751,631,0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1998,Fin,2,396.0,TA,TA,Y,256,0,0,0,0,0,No,No,No,0,2,2009,WD ,Normal
630,1653,209000,60,FV,65.0,8127,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,812.0,402.0,812.0,GasA,Ex,Y,SBrkr,812,841,0,1,0,2,1,3,1,Gd,6,Typ,0,0,Attchd,2003,RFn,2,628.0,TA,TA,Y,0,45,0,0,0,0,No,No,No,0,3,2009,WD ,Normal
631,2192,179500,75,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,720.0,Unf,720.0,342.0,720.0,GasA,Ex,Y,SBrkr,1052,720,420,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939,Unf,1,240.0,TA,TA,Y,262,24,0,0,0,0,No,No,No,0,7,2008,WD ,Normal
632,1678,119900,90,RL,65.0,10926,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,1678.0,Unf,1678.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,0,0,2,0,6,2,TA,10,Typ,0,0,No,0,0,0,0.0,0,No,Y,0,0,0,0,0,0,No,No,No,0,8,2009,WD ,Normal
633,1929,226000,60,FV,,7050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1057.0,Unf,1057.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001,Fin,2,650.0,TA,TA,Y,0,235,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
634,1456,184000,60,RL,63.0,10928,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,728.0,Unf,728.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,6,2009,WD ,Normal
635,1040,127000,20,RL,,6897,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,1040.0,Unf,1040.0,381.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1,0,1,1,3,1,TA,6,Typ,0,0,Detchd,1962,Unf,1,260.0,TA,TA,Y,0,104,0,0,0,0,No,No,No,0,4,2010,WD ,Normal
