GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,BsmtNumBath,TotalNumBath
1218,118000,160,RM,21.0,1680,Pave,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,3,3,CBlock,3,3,1,4,317.0,1,355.0,672.0,GasA,4,Y,5,672,546,3,1,3,7,8,0,0,Detchd,1972.0,1,1.0,264.0,3,3,3,0,28,0,5,2006,WD ,0.5,1.5
1714,196500,60,RL,80.0,10421,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,1,6,394.0,1,586.0,980.0,GasA,3,Y,5,980,734,3,1,3,7,8,1,3,Attchd,1988.0,1,2.0,496.0,3,3,3,228,66,3,3,2010,WD ,0.0,2.5
1224,103000,90,RL,63.0,10899,Pave,3,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,3,N,5,1224,0,2,2,3,8,8,0,0,CarPort,1964.0,1,3.0,530.0,3,3,3,0,0,0,4,2007,WD ,0.0,2.0
1671,173000,60,RL,58.0,10852,Pave,3,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,786.0,1,173.0,959.0,GasA,5,Y,5,959,712,3,1,3,7,8,1,3,Attchd,2000.0,3,2.0,472.0,3,3,3,0,38,0,2,2006,WD ,1.0,2.5
874,97500,20,RL,60.0,7200,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,20.0,2,224.0,864.0,GasA,3,Y,5,874,0,3,1,3,5,8,0,0,Detchd,1995.0,1,2.0,576.0,3,3,3,63,0,0,3,2006,WD ,0.5,1.0
704,88750,20,RL,50.0,4280,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,3,1,1,0.0,1,560.0,560.0,GasA,5,Y,4,704,0,2,1,2,4,8,0,0,CarPort,1946.0,1,1.0,220.0,3,3,3,0,0,0,9,2009,WD ,0.5,1.0
1221,104900,50,RL,60.0,9738,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3,3,1,4,392.0,1,392.0,784.0,GasA,4,Y,5,949,272,4,1,3,7,8,0,0,Attchd,1965.0,1,1.0,392.0,3,3,3,0,0,0,3,2006,WD ,1.0,1.0
1140,96500,50,RM,55.0,8800,Pave,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,576.0,576.0,GasA,4,Y,5,792,348,3,1,3,7,6,0,0,None,0.0,0,0.0,0.0,0,0,1,0,160,0,6,2010,WD ,0.0,1.0
836,128500,120,RL,24.0,2104,Pave,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,1,5,536.0,1,300.0,836.0,GasA,3,Y,5,836,0,2,1,3,5,8,0,0,Attchd,1976.0,1,1.0,345.0,3,3,3,150,20,0,10,2009,WD ,0.5,1.0
1634,250000,20,RL,98.0,11428,Pave,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,1,1,0.0,1,1626.0,1626.0,GasA,5,Y,5,1634,0,3,1,4,7,8,1,4,Attchd,2006.0,2,3.0,866.0,3,3,3,0,44,0,5,2007,WD ,0.0,2.0
1078,142125,20,RL,68.0,9717,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,6,49.0,3,0.0,1078.0,GasA,4,Y,4,1078,0,2,1,4,5,8,0,0,Attchd,1950.0,1,1.0,240.0,3,3,3,366,0,0,4,2010,WD ,1.0,1.0
1005,115400,20,RL,62.0,14299,Pave,4,Lvl,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,513.0,2,348.0,1005.0,GasA,3,Y,5,1005,0,3,1,3,5,8,0,0,Detchd,1964.0,1,2.0,440.0,3,3,1,0,0,3,7,2007,WD ,1.0,1.0
1575,179200,120,RL,50.0,8012,Pave,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,6,430.0,1,1145.0,1575.0,GasA,4,Y,5,1575,0,2,1,4,5,8,0,0,Attchd,1992.0,2,2.0,529.0,3,3,3,0,0,0,7,2007,WD ,1.0,2.0
874,130000,20,RL,62.0,9858,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,510.0,1,354.0,864.0,GasA,3,Y,5,874,0,3,1,3,5,8,0,0,Attchd,1968.0,2,1.0,288.0,3,3,3,33,0,2,11,2009,WD ,1.0,1.0
1677,190500,60,RL,65.0,8450,Pave,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,472.0,1,355.0,827.0,GasA,5,Y,5,827,850,3,1,4,7,8,0,0,Attchd,2001.0,2,2.0,627.0,3,3,3,0,68,0,9,2008,WD ,1.0,2.5
1212,178000,20,RL,70.0,9100,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,1212.0,1212.0,GasA,5,Y,5,1212,0,3,1,4,6,8,0,0,Attchd,2001.0,2,2.0,573.0,3,3,3,356,0,0,6,2009,WD ,0.0,2.0
1709,130000,160,RM,24.0,2522,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,1,1,0.0,1,970.0,970.0,GasA,5,Y,5,970,739,3,1,4,7,4,0,0,Detchd,2004.0,1,2.0,380.0,3,3,3,0,40,0,5,2006,WD ,0.0,2.0
1431,192000,20,RL,68.0,9017,Pave,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,560.0,1,871.0,1431.0,GasA,5,Y,5,1431,0,3,1,4,6,8,0,0,Attchd,1999.0,3,2.0,666.0,3,3,3,0,35,0,9,2009,WD ,1.0,2.0
1175,148000,20,RL,81.0,7635,Pave,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,588.0,2,237.0,1175.0,GasA,5,Y,5,1175,0,3,1,3,6,8,0,0,Detchd,1960.0,2,2.0,484.0,3,3,3,0,0,0,6,2010,WD ,0.0,1.5
960,135500,190,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,6,576.0,1,384.0,960.0,GasA,3,Y,4,960,0,3,1,3,5,8,0,0,Detchd,1976.0,1,2.0,576.0,3,3,3,0,0,0,6,2006,WD ,1.0,1.0
1224,101800,90,RL,70.0,9842,Pave,4,Lvl,4,FR2,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,3,Y,5,1224,0,2,2,3,6,8,0,0,CarPort,1962.0,1,2.0,462.0,3,3,3,0,0,0,3,2007,WD ,0.0,2.0
1772,184900,70,RM,72.0,10337,Pave,3,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,725.0,725.0,GasA,5,N,5,909,863,3,1,4,7,8,0,0,Detchd,1992.0,1,2.0,816.0,3,3,3,0,0,3,5,2007,WD ,0.0,2.5
2031,222500,60,RL,75.0,11404,Pave,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,5,252.0,1,901.0,1153.0,GasA,5,Y,5,1153,878,3,1,4,8,8,1,3,Attchd,1998.0,3,2.0,541.0,3,3,3,192,84,0,7,2008,WD ,0.0,2.5
1351,122000,50,RL,74.0,16287,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,130.0,4,666.0,901.0,GasA,3,Y,5,901,450,3,1,3,7,8,1,4,Detchd,1975.0,1,2.0,576.0,3,3,1,0,0,0,7,2007,WD ,1.0,1.0
2614,240000,60,RL,90.0,10800,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,956.0,3,384.0,1522.0,GasA,3,Y,5,1548,1066,4,1,3,9,8,1,3,Attchd,1974.0,2,2.0,624.0,3,3,3,38,243,0,6,2008,WD ,0.0,2.5
970,132000,85,RL,62.0,10441,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,PConc,4,3,3,6,337.0,1,575.0,912.0,GasA,3,Y,5,970,0,3,1,3,6,8,0,0,None,0.0,0,0.0,0.0,0,0,3,80,32,3,7,2006,WD ,0.5,1.0
1306,196000,120,RL,34.0,5381,Pave,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4,3,3,5,900.0,1,406.0,1306.0,GasA,5,Y,5,1306,0,1,1,4,5,8,1,4,Attchd,2005.0,2,2.0,624.0,3,3,3,170,63,0,8,2009,WD ,1.0,2.0
1721,232698,20,RL,71.0,9254,Pave,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,119.0,1,1602.0,1721.0,GasA,5,Y,5,1721,0,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,554.0,3,3,3,168,27,0,1,2007,WD ,1.0,2.0
1788,161500,50,RL,78.0,11250,Pave,4,Lvl,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,1,0.0,1,1104.0,1104.0,GasA,5,Y,4,1104,684,5,1,3,8,6,2,3,Attchd,1957.0,1,1.0,304.0,3,3,3,120,0,0,11,2009,WD ,1.0,1.0
925,116900,20,RL,70.0,8400,Pave,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,793.0,1,130.0,923.0,GasA,3,Y,5,925,0,3,1,3,5,8,2,3,Attchd,1955.0,1,1.0,390.0,3,3,3,81,0,2,3,2007,WD ,1.0,1.0
1056,144000,90,RL,64.0,6979,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,6,1056.0,1,0.0,1056.0,GasA,4,Y,5,1056,0,0,2,3,4,8,0,0,Detchd,1980.0,1,2.0,576.0,3,3,3,264,56,4,6,2010,WD ,2.0,0.0
1479,213500,80,RL,125.0,14419,Pave,3,Lvl,4,Corner,3,Timber,Norm,Norm,1Fam,SLvl,7,5,1987,1989,Hip,CompShg,Plywood,Plywood,BrkFace,310.0,3,3,PConc,4,3,4,6,904.0,5,117.0,1645.0,GasA,5,Y,5,1479,0,3,1,4,7,7,1,2,Attchd,1987.0,3,2.0,578.0,3,3,3,224,238,0,7,2009,WD ,2.0,2.5
1800,312500,20,RL,85.0,14331,Pave,4,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,1274.0,1,526.0,1800.0,GasA,5,Y,5,1800,0,3,1,4,7,8,1,4,Attchd,2002.0,3,3.0,765.0,3,3,3,270,78,0,5,2006,WD ,1.0,2.0
864,115000,20,RL,60.0,8172,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,1,3,167.0,1,697.0,864.0,GasA,3,Y,5,864,0,2,1,3,5,8,0,0,Detchd,1957.0,1,2.0,572.0,3,3,1,0,0,0,4,2006,WD ,1.0,1.0
1358,207000,120,RM,59.0,8198,Pave,4,Lvl,4,FR3,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4,3,3,6,720.0,1,638.0,1358.0,GasA,5,Y,5,1358,0,2,1,4,6,8,1,4,Attchd,2004.0,2,2.0,484.0,3,3,3,192,30,0,7,2008,WD ,1.0,2.0
848,144000,120,RM,55.0,4435,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,685.0,1,163.0,848.0,GasA,5,Y,5,848,0,1,1,4,4,8,0,0,Attchd,2003.0,3,2.0,420.0,3,3,3,140,0,0,6,2009,WD ,1.0,1.0
1716,135900,190,RL,55.0,5687,Pave,4,Bnk,4,Inside,3,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,3,210.0,1,570.0,780.0,GasA,5,N,5,936,780,6,1,2,9,8,0,0,None,0.0,0,0.0,0.0,0,0,1,0,184,0,3,2008,WD ,1.0,2.0
874,130000,20,RL,50.0,6953,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,469.0,1,395.0,864.0,GasA,5,Y,5,874,0,3,1,3,5,8,0,0,Detchd,1971.0,1,1.0,352.0,3,3,3,0,0,0,6,2010,ConLD,0.0,1.0
836,120000,120,RL,24.0,2280,Pave,4,Lvl,4,FR2,3,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,836.0,836.0,GasA,5,Y,5,836,0,2,1,3,4,8,0,0,Attchd,1975.0,1,1.0,308.0,3,3,3,0,30,0,6,2010,WD ,0.0,1.0
630,81000,180,RM,21.0,1890,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,3,5,495.0,1,135.0,630.0,GasA,4,Y,5,630,0,1,1,3,3,8,0,0,None,0.0,0,0.0,0.0,0,0,3,88,0,0,6,2008,WD ,1.0,1.0
1967,156500,90,RL,73.0,9662,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,1967.0,1967.0,GasA,3,Y,5,1967,0,6,2,3,10,8,0,0,Attchd,1977.0,3,2.0,580.0,3,3,3,170,0,0,8,2006,WD ,0.0,2.0
2032,300000,20,RL,83.0,23730,Pave,2,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,4,3,PConc,5,3,2,6,700.0,1,1140.0,1840.0,GasA,5,Y,5,2032,0,3,1,4,7,8,0,0,Attchd,1996.0,3,3.0,786.0,3,3,3,0,46,0,9,2008,WD ,1.0,3.0
1866,135000,90,RL,76.0,9482,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,3,3,PConc,3,3,1,1,0.0,1,1866.0,1866.0,GasA,5,Y,5,1866,0,4,2,3,8,8,0,0,Detchd,1958.0,1,2.0,495.0,3,2,3,0,0,0,12,2009,WD ,0.0,2.0
900,134800,20,RL,60.0,7200,Pave,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,4,234.0,3,180.0,900.0,GasA,3,Y,5,900,0,3,1,4,5,8,0,0,Detchd,2005.0,1,2.0,576.0,3,3,3,222,32,0,5,2010,WD ,0.5,1.0
1032,148000,80,RL,77.0,10395,Pave,3,Lvl,4,FR2,3,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,3,3,CBlock,4,3,3,5,605.0,1,427.0,1032.0,GasA,3,Y,5,1032,0,3,1,3,6,8,1,3,Attchd,1978.0,1,2.0,564.0,3,3,3,0,0,3,7,2007,WD ,0.5,2.0
1558,140000,50,RL,60.0,10930,Pave,4,Bnk,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,580.0,1,333.0,913.0,GasA,3,Y,4,1048,510,3,1,3,6,8,1,3,Attchd,1962.0,1,1.0,288.0,3,3,3,0,0,0,4,2008,WD ,1.0,1.5
988,113000,20,RL,100.0,21750,Pave,4,HLS,4,Inside,2,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,988.0,988.0,GasA,5,Y,4,988,0,2,1,3,4,8,0,0,Attchd,1954.0,2,2.0,520.0,3,3,1,0,0,0,2,2008,WD ,0.0,1.0
1040,93500,90,RL,60.0,8544,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,GasA,4,N,3,1040,0,2,2,3,6,8,0,0,Detchd,1950.0,1,2.0,400.0,3,3,3,0,0,0,7,2006,WD ,0.0,2.0
1042,161000,80,RL,80.0,9200,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,3,3,4,6,494.0,1,548.0,1042.0,GasA,3,Y,5,1042,0,3,1,3,5,8,0,0,Attchd,1965.0,2,2.0,440.0,3,3,3,192,0,4,5,2007,WD ,0.0,2.0
1666,100000,50,RL,51.0,9839,Pave,4,Lvl,4,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,2,1,1,0.0,1,894.0,894.0,GasA,5,Y,5,894,772,3,1,3,7,8,1,4,None,0.0,0,0.0,0.0,0,0,1,0,156,0,5,2010,WD ,1.0,1.0
1116,167900,20,RL,78.0,10140,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,3,3,CBlock,3,3,1,5,888.0,1,228.0,1116.0,GasA,5,Y,5,1116,0,3,1,3,6,8,1,3,Attchd,1974.0,2,2.0,528.0,3,3,3,0,0,2,4,2009,WD ,1.0,2.0
1325,216000,20,RL,76.0,17541,Pave,3,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,4,2,4,300.0,1,109.0,409.0,GasA,5,Y,5,1325,0,3,1,4,6,8,1,3,Detchd,1996.0,1,2.0,576.0,3,3,3,0,42,0,7,2007,WD ,0.0,2.0
1216,135000,20,RL,80.0,9600,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,3,3,CBlock,3,3,1,5,996.0,1,60.0,1056.0,GasA,5,Y,4,1216,0,3,1,3,7,8,0,0,Attchd,1951.0,2,1.0,280.0,3,3,3,0,0,0,5,2006,WD ,1.0,1.0
1886,199900,60,RL,74.0,11214,Pave,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,930.0,930.0,GasA,4,Y,5,956,930,4,1,4,10,8,1,3,Attchd,1998.0,3,2.0,431.0,3,3,3,89,0,0,7,2006,WD ,0.0,2.5
1555,192500,120,RL,43.0,3182,Pave,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,1357.0,1373.0,GasA,5,Y,5,1555,0,2,1,4,7,8,1,3,Attchd,2005.0,3,2.0,430.0,3,3,3,143,20,0,5,2009,WD ,0.0,2.0
1126,160000,20,RL,80.0,17400,Pave,4,Low,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,936.0,1,190.0,1126.0,GasA,2,Y,5,1126,0,3,1,3,5,8,1,4,Attchd,1977.0,2,2.0,484.0,3,3,2,295,41,0,5,2006,WD ,1.0,2.0
1478,156500,20,RL,70.0,8400,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,189.0,3,628.0,1478.0,GasA,4,Y,5,1478,0,3,1,3,6,8,2,4,Attchd,1957.0,2,2.0,442.0,3,3,3,114,0,0,6,2009,WD ,1.0,1.5
1630,295493,20,RL,61.0,10226,Pave,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,4,3,PConc,5,3,4,1,0.0,1,1622.0,1622.0,GasA,5,Y,5,1630,0,3,1,5,8,8,1,4,Attchd,2008.0,2,3.0,860.0,3,3,3,172,42,0,1,2009,WD ,1.0,2.0
1671,170000,60,RL,80.0,13041,Pave,2,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,781.0,781.0,GasA,4,Y,5,781,890,3,1,3,7,8,1,3,Attchd,1995.0,3,2.0,423.0,3,3,3,0,84,0,2,2006,WD ,0.0,2.5
1698,275000,20,RL,90.0,11520,Pave,4,Lvl,4,Inside,3,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,4,3,PConc,5,3,1,6,110.0,1,1588.0,1698.0,GasA,5,Y,5,1698,0,3,1,5,7,8,1,4,Attchd,2005.0,3,3.0,730.0,3,3,3,192,74,0,6,2010,WD ,0.0,2.0
1561,193000,20,RL,90.0,13339,Pave,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,3,3,CBlock,3,3,1,2,65.0,4,621.0,1561.0,GasA,3,Y,5,1561,0,3,1,3,6,8,1,4,Attchd,1960.0,3,2.0,463.0,3,3,3,0,148,0,5,2009,WD ,1.0,2.0
1370,205000,120,RL,41.0,7132,Pave,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,3,2,6,24.0,1,1346.0,1370.0,GasA,5,Y,5,1370,0,2,1,4,6,8,1,4,Attchd,2006.0,2,2.0,484.0,3,3,3,120,49,0,4,2010,WD ,0.0,2.0
1324,174000,80,RL,64.0,8991,Pave,3,Lvl,4,CulDSac,3,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130.0,3,3,CBlock,4,3,4,6,624.0,3,0.0,1228.0,GasA,3,Y,5,1324,0,3,1,4,5,8,1,2,Attchd,1976.0,3,2.0,585.0,3,3,3,407,36,0,2,2007,WD ,0.5,2.0
1710,208500,60,RL,65.0,8450,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,6,706.0,1,150.0,856.0,GasA,5,Y,5,856,854,3,1,4,8,8,0,0,Attchd,2003.0,2,2.0,548.0,3,3,3,0,61,0,2,2008,WD ,1.0,2.5
672,108000,30,RL,60.0,10200,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,672.0,672.0,GasA,5,Y,5,672,0,2,1,3,4,8,0,0,Detchd,1940.0,1,1.0,240.0,3,3,1,168,0,4,8,2008,WD ,0.0,1.0
