GrLivArea,SalePrice,MSZoning,LotFrontage,LotArea,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal
1801,239900,RL,60.0,10463,,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893.0,893.0,GasA,Ex,Y,SBrkr,901,900,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,0,116,0,0,0,0,,,,0
1150,144000,RL,50.0,9600,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,Ex,Y,SBrkr,1150,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,0,,Attchd,Fin,1.0,TA,TA,Y,0,0,0,0,175,0,,MnPrv,,0
1559,153500,RM,50.0,8100,Pave,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338.0,Unf,0.0,1221.0,1559.0,GasA,Gd,Y,SBrkr,1559,0,0,1.0,0.0,1,0,2,1,TA,5,Min2,0,,Detchd,Unf,2.0,TA,TA,Y,0,116,230,0,0,0,,GdWo,,0
1484,128000,RM,50.0,6300,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,742,0,0.0,0.0,2,0,3,1,TA,9,Typ,1,Gd,,,0.0,,,Y,0,291,134,0,0,0,,,,0
640,84900,RL,100.0,8777,,AllPub,Inside,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,640,0,0,0.0,0.0,1,0,2,1,TA,5,Min1,0,,Detchd,Unf,1.0,TA,TA,N,0,0,0,0,0,0,,,,0
1494,270000,RL,90.0,9549,,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,30,0,0,216,0,,,,0
1595,155500,RL,56.0,7200,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Rec,338.0,Unf,0.0,325.0,663.0,GasA,Ex,Y,SBrkr,774,821,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,49,0,231,0,0,0,,,,0
980,135000,RL,121.0,7064,,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,980.0,GasA,TA,Y,SBrkr,980,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,192,0,0,0,0,0,,,,0
1158,143500,RL,88.0,7500,,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,0.0,0.0,1,1,3,1,Gd,5,Typ,0,,,,0.0,,,Y,0,50,0,0,0,0,,,,0
3820,284700,RL,32.0,47007,,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,3820,0,0,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,0,372,0,0,0,0,,,,0
1496,141500,RL,92.0,9600,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,Fa,Fa,CBlock,TA,TA,No,Rec,658.0,Unf,0.0,638.0,1296.0,GasA,TA,Y,SBrkr,1496,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,22,0,0,0,0,,MnPrv,,0
2060,211000,RL,88.0,10029,,AllPub,Corner,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,TA,Y,SBrkr,1164,896,0,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,228,0,0,192,0,,,,0
2036,410000,RL,50.0,13438,,AllPub,Corner,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Ex,TA,CBlock,Ex,TA,Gd,GLQ,1758.0,Unf,0.0,432.0,2190.0,GasA,Ex,Y,SBrkr,2036,0,0,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Ex,Attchd,Fin,3.0,TA,TA,Y,90,154,0,0,0,0,,,,0
2132,316600,RL,150.0,12327,,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,0.0,55.0,1496.0,GasA,Ex,Y,SBrkr,1496,636,0,1.0,0.0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,Fin,2.0,Gd,TA,Y,349,40,0,0,0,0,,,,0
1193,146500,RL,60.0,13110,,AllPub,Corner,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,0.0,191.0,1153.0,GasA,Ex,Y,SBrkr,1193,0,0,1.0,0.0,2,0,2,1,TA,6,Typ,0,,Attchd,Fin,2.0,TA,TA,Y,140,153,0,0,0,0,,MnPrv,,0
1988,227000,RL,80.0,14670,,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,1104.0,GasA,Ex,Y,SBrkr,1104,884,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,230,0,0,0,0,,MnPrv,,0
2142,193500,RL,74.0,13000,,AllPub,Corner,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182,960,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1.0,TA,TA,Y,0,72,0,0,252,0,,,,0
1694,318750,RL,50.0,14694,,AllPub,Inside,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,1252.0,ALQ,136.0,306.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1.0,0.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,501,120,0,225,0,0,,,,0
1552,179900,RL,50.0,11475,,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0.0,163.0,713.0,GasA,TA,Y,SBrkr,811,741,0,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,209,208,0,0,0,0,,MnPrv,,0
936,141000,RL,60.0,8760,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,873.0,Unf,0.0,63.0,936.0,GasA,TA,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,Attchd,RFn,1.0,TA,TA,Y,0,0,0,219,0,0,,,,0
1430,168000,RL,70.0,7848,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1344,166500,RL,60.0,11875,,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1344.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,328,0,0,0,0,0,,,,0
1337,188500,RL,85.0,5950,,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,319.0,Unf,0.0,1018.0,1337.0,GasA,Gd,Y,SBrkr,1337,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,73,154,0,0,0,,,,0
1355,127500,RL,82.0,10106,,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Gd,Y,SBrkr,808,547,0,1.0,0.0,2,0,4,2,TA,6,Typ,0,,,,0.0,,,Y,140,0,0,0,0,0,,,,0
810,57625,I (all),70.0,21780,,NoSewr,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,FuseA,810,0,0,0.0,0.0,1,0,1,1,TA,4,Min1,0,,Detchd,Unf,1.0,TA,TA,N,119,24,0,0,0,0,,,,0
2052,251000,RL,50.0,10125,,AllPub,Inside,Mitchel,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,445.0,BLQ,250.0,412.0,1107.0,GasA,Ex,Y,SBrkr,1040,1012,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,3.0,TA,TA,Y,210,91,0,0,0,0,,,,0
1444,174000,RL,70.0,9802,,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,744,700,0,0.0,0.0,2,1,3,1,TA,7,Typ,0,,BuiltIn,Fin,2.0,TA,TA,Y,100,0,0,0,0,0,,,,0
1489,192000,RL,60.0,8965,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,652.0,Unf,0.0,130.0,782.0,GasA,Ex,Y,SBrkr,806,683,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,75,0,0,0,0,,,,0
2503,300000,RL,71.0,19522,,AllPub,Inside,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,Unf,0.0,496.0,1223.0,GasA,Gd,Y,SBrkr,1271,1232,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,99,0,0,182,0,,,,0
1055,137500,RL,98.0,2280,,AllPub,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,120.0,BLQ,492.0,443.0,1055.0,GasA,TA,Y,SBrkr,1055,0,0,1.0,0.0,2,0,2,1,TA,4,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,0,29,0,0,0,0,,,,0
1447,103000,RM,86.0,10134,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,N,SBrkr,801,646,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,,,0.0,,,N,80,0,244,0,0,0,,,,0
1330,116500,RM,50.0,7518,,AllPub,FR3,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,396.0,396.0,GasA,Gd,Y,SBrkr,665,665,0,0.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,Unf,1.0,TA,TA,N,0,72,45,0,0,0,,MnPrv,,0
1223,147400,FV,50.0,2544,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,RFn,2.0,TA,TA,Y,0,166,0,0,0,0,,,,0
1510,87500,RM,70.0,9600,,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,677.0,677.0,GasA,TA,Y,SBrkr,833,677,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Detchd,Unf,2.0,TA,TA,N,0,0,160,0,0,0,,,,0
864,127500,RL,80.0,9100,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,1.0,Ex,Ex,Y,0,0,0,0,0,0,,,Shed,450
1671,218000,RL,50.0,8170,,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,ALQ,526.0,Unf,0.0,496.0,1022.0,GasA,Ex,Y,FuseA,1122,549,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
987,118000,RM,81.0,1680,,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162.0,Unf,0.0,321.0,483.0,GasA,Gd,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,Gd,5,Typ,0,,Detchd,Unf,1.0,TA,TA,Y,250,0,0,0,0,0,,,,0
1403,202000,RL,60.0,8098,,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,1136.0,BLQ,116.0,129.0,1381.0,GasA,Ex,Y,SBrkr,1403,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,Unf,2.0,TA,TA,Y,0,173,0,0,0,0,,,,0
2473,317000,RL,80.0,9591,,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,1330,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3.0,TA,TA,Y,192,151,0,0,0,0,,,,0
747,80000,RM,88.0,4608,,AllPub,Corner,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,,,0
988,149500,RL,78.0,9240,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,0.0,280.0,988.0,GasA,TA,Y,SBrkr,988,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,156,0,0,0,0,0,,,,0
1187,185000,RL,93.0,7980,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,1187,0,0,1.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,Fin,2.0,TA,TA,Y,483,21,0,0,0,0,,GdPrv,Shed,500
1234,179900,RL,85.0,11049,,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1234,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,30,0,0,0,0,,,,0
1266,159895,RL,70.0,3182,,AllPub,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,100,16,0,0,0,0,,,,0
990,143000,RL,195.0,9757,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,RFn,1.0,TA,TA,Y,66,0,0,0,92,0,,,,0
1802,218000,RL,57.0,12361,,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,Ex,Y,SBrkr,964,838,0,0.0,1.0,2,1,3,1,Gd,8,Typ,1,Gd,2Types,RFn,4.0,TA,TA,Y,450,92,0,0,0,0,,,,0
1324,110000,RM,83.0,6120,,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,Gd,Y,SBrkr,741,583,0,0.0,0.0,1,0,3,1,Gd,7,Typ,0,,Detchd,Unf,1.0,Fa,TA,Y,0,0,55,0,0,0,,,,0
1430,170000,RL,74.0,9967,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,BuiltIn,RFn,2.0,TA,TA,Y,100,0,0,0,0,0,,,,0
1026,156000,RL,57.0,7930,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,472.0,115.0,1026.0,GasA,Gd,Y,SBrkr,1026,0,0,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,RFn,2.0,TA,TA,Y,171,48,0,0,0,0,,,,0
1226,190000,RL,58.0,3874,,AllPub,Inside,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,807.0,Unf,0.0,419.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,Fin,2.0,TA,TA,Y,133,78,0,0,0,0,,,,0
1565,282500,RL,79.0,5911,,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,Ex,TA,PConc,Ex,TA,No,GLQ,472.0,Unf,0.0,1088.0,1560.0,GasA,Ex,Y,SBrkr,1565,0,0,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,196,56,0,0,0,0,,,,0
2452,309000,RL,65.0,13418,,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1132,1320,0,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,113,32,0,0,0,0,,,,0
2136,137900,RL,78.0,10680,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2136.0,GasA,TA,N,FuseA,2136,0,0,0.0,0.0,2,0,4,1,TA,7,Mod,0,,Detchd,Unf,2.0,TA,TA,Y,0,30,0,0,0,0,,MnPrv,,0
980,110000,RL,160.0,9750,,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,68.0,BLQ,884.0,28.0,980.0,GasA,Gd,Y,SBrkr,980,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,0,28,0,0,0,0,,MnPrv,,0
1636,191000,RL,69.0,7500,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0.0,476.0,952.0,GasA,Gd,Y,SBrkr,952,684,0,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,84,0,0,0,0,,,,0
1710,140000,RM,80.0,10300,,AllPub,Inside,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,0,0.0,0.0,2,0,3,1,TA,9,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,12,11,64,0,0,0,,GdPrv,,0
1939,227000,RL,24.0,11250,,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,0.0,258.0,1054.0,GasA,Ex,Y,SBrkr,1070,869,0,0.0,1.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,128,84,0,0,0,0,,,,0
1668,180000,RL,80.0,11317,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,828,0,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,144,68,0,0,0,0,,,,0
912,144000,RL,75.0,12968,,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737.0,Unf,0.0,175.0,912.0,GasA,TA,Y,SBrkr,912,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,Unf,1.0,TA,TA,Y,140,0,0,0,176,0,,,,0
